miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT054544,hsa-miR-100-5p,hsa,HOXA1,3198,hsa,Flow//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24559685
MIRT054545,hsa-miR-200a-3p,hsa,DLC1,10395,hsa,Western blot//qRT-PCR,Functional MTI,23708087
MIRT054547,hsa-miR-137,hsa,FUNDC1,139341,hsa,Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24573672
MIRT054548,hsa-miR-200b-3p,hsa,DLC1,10395,hsa,Western blot//qRT-PCR,Functional MTI,23708087
MIRT054549,hsa-miR-200c-3p,hsa,DLC1,10395,hsa,Western blot//qRT-PCR,Functional MTI,23708087
MIRT054550,hsa-miR-200b-3p,hsa,HNRNPA3,220988,hsa,Western blot//qRT-PCR,Functional MTI,23708087
MIRT054552,hsa-miR-200c-3p,hsa,ATRX,546,hsa,Western blot//qRT-PCR,Functional MTI,23708087
MIRT054553,hsa-miR-200a-3p,hsa,ATRX,546,hsa,Western blot//qRT-PCR,Functional MTI,23708087
MIRT054554,hsa-miR-26b-5p,hsa,NR2C2,7182,hsa,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24565101
MIRT054555,hsa-miR-26b-5p,hsa,TAB1,10454,hsa,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24565101
MIRT054557,hsa-miR-7-5p,hsa,XRCC2,7516,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24570594
MIRT054558,hsa-miR-375,hsa,IGF1R,3480,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24571711
MIRT054559,hsa-miR-429,hsa,RBBP4,5928,hsa,ChIP-seq//Flow//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24572141
MIRT054560,hsa-miR-1236-3p,hsa,ZEB1,6935,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24573236
MIRT054561,hsa-let-7e-5p,hsa,MMP9,4318,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24503540
MIRT054562,hsa-miR-181a-5p,hsa,RAP1B,5908,hsa,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24573637
MIRT054563,hsa-miR-181b-5p,hsa,RAP1B,5908,hsa,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24573637
MIRT054564,hsa-miR-181c-5p,hsa,RAP1B,5908,hsa,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24573637
MIRT054565,hsa-miR-181d-5p,hsa,RAP1B,5908,hsa,Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24573637
MIRT054566,hsa-miR-506-3p,hsa,CD151,977,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23717581
MIRT054567,hsa-miR-506-3p,hsa,VIM,7431,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23717581
MIRT054568,hsa-miR-137,hsa,BNIP3L,665,hsa,Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24573672
MIRT054569,hsa-miR-205-5p,hsa,ACSL4,2182,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24576478
MIRT054572,hsa-miR-21-5p,hsa,GDF5,8200,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24577233
MIRT054573,hsa-miR-29a-3p,hsa,PER1,5187,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24578160
MIRT054574,hsa-miR-29b-3p,hsa,PER1,5187,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24578160
MIRT054575,hsa-miR-29c-3p,hsa,PER1,5187,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24578160
MIRT054579,hsa-let-7e-5p,hsa,IGF1,3479,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24582811
MIRT051489,hsa-let-7e-5p,hsa,IGF1R,3480,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24582811
MIRT054580,hsa-miR-146a-5p,hsa,ELAVL1,1994,hsa,Immunoprecipitation//Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23733368
MIRT054581,hsa-miR-190b,hsa,IGF1,3479,hsa,Immunofluorescence//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24586785
MIRT054582,hsa-miR-30b-5p,hsa,SIX1,6495,hsa,Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24593661
MIRT025201,hsa-miR-181a-5p,hsa,KRAS,3845,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23752186
MIRT054585,hsa-miR-30a-5p,hsa,BCL11A,53335,hsa,Luciferase reporter assay//Western blot,Functional MTI,23758992
MIRT024205,hsa-miR-221-3p,hsa,HECTD2,143279,hsa,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23770851
MIRT054586,hsa-miR-221-3p,hsa,RAB1A,5861,hsa,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,23770851
MIRT054587,hsa-miR-100-5p,hsa,ZNF215,7762,hsa,qRT-PCR//Western blot,Functional MTI,23778488
MIRT054588,hsa-miR-100-5p,hsa,THAP2,83591,hsa,qRT-PCR//Western blot,Functional MTI,23778488
MIRT054591,hsa-miR-134-5p,hsa,ITGB1,3688,hsa,Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,24498348
MIRT054592,hsa-miR-130b-3p,hsa,ITGB1,3688,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24498407
MIRT054595,hsa-miR-4437,hsa,SNCG,6623,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24040069
MIRT054596,hsa-miR-4674,hsa,SNCG,6623,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24040069
MIRT054597,hsa-miR-4722-5p,hsa,SNCG,6623,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24040069
MIRT054598,hsa-miR-107,hsa,SNCG,6623,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24040069
MIRT054599,hsa-miR-103a-3p,hsa,SNCG,6623,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24040069
MIRT054613,hsa-miR-525-3p,hsa,ZNF395,55893,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24599008
MIRT054614,hsa-miR-30a-5p,hsa,BCL9,607,hsa,Immunofluorescence//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24599134
MIRT054615,hsa-miR-30b-5p,hsa,BCL9,607,hsa,Immunofluorescence//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24599134
MIRT054616,hsa-miR-30c-5p,hsa,BCL9,607,hsa,Immunofluorescence//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24599134
MIRT054617,hsa-miR-30d-5p,hsa,BCL9,607,hsa,Immunofluorescence//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24599134
MIRT054618,hsa-miR-206,hsa,NR1H3,10062,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24603323
MIRT054619,hsa-miR-155-5p,hsa,DOCK1,1793,hsa,Immunocytochemistry//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24604078
MIRT001503,hsa-miR-155-5p,hsa,SDCBP,6386,hsa,Immunocytochemistry//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24604078
MIRT020897,hsa-miR-155-5p,hsa,ANXA2,302,hsa,Immunocytochemistry//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24604078
MIRT001558,hsa-miR-155-5p,hsa,CLDN1,9076,hsa,Immunocytochemistry//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24604078
MIRT054620,hsa-miR-506-3p,hsa,CDK4,1019,hsa,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24604117
MIRT054621,hsa-miR-506-3p,hsa,CDK6,1021,hsa,Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24604117
MIRT027974,hsa-miR-93-5p,hsa,TGFBR2,7048,hsa,ELISA//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24606633
MIRT054622,hsa-miR-223-3p,hsa,ATM,472,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24606854
MIRT054624,hsa-miR-27b-3p,hsa,ABCA1,19,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24608080
MIRT054625,hsa-miR-149-5p,hsa,GIT1,28964,hsa,Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24608434
MIRT054626,hsa-miR-199b-5p,hsa,KIT,3815,hsa,ChIP-seq//Flow//qRT-PCR//Western blot,Functional MTI,24608802
MIRT054627,hsa-miR-199b-5p,hsa,GRB10,2887,hsa,ChIP-seq//Flow//qRT-PCR//Western blot,Functional MTI,24608802
MIRT054628,hsa-miR-199b-5p,hsa,TAF9B,51616,hsa,ChIP-seq//Flow//qRT-PCR//Western blot,Functional MTI,24608802
MIRT054629,hsa-miR-199b-5p,hsa,NLK,51701,hsa,ChIP-seq//Flow//qRT-PCR//Western blot,Functional MTI,24608802
MIRT054630,hsa-miR-199b-5p,hsa,CCNL1,57018,hsa,ChIP-seq//Flow//qRT-PCR//Western blot,Functional MTI,24608802
MIRT054631,hsa-miR-4516,hsa,STAT3,6774,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24610393
MIRT054632,hsa-miR-30a-5p,hsa,HSPA5,3309,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24612558
MIRT054633,hsa-miR-150-5p,hsa,BIRC5,332,hsa,Immunohistochemistry//In situ hybridization//Microarray//qRT-PCR//Western blot,Functional MTI,24613688
MIRT054634,hsa-miR-197-3p,hsa,CD82,3732,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24613834
MIRT054635,hsa-miR-23b-3p,hsa,RUNX2,860,hsa,In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24613919
MIRT054636,hsa-miR-204-5p,hsa,CDC42,998,hsa,ChIP-seq//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24613926
MIRT054637,hsa-miR-200c-3p,hsa,ZNF217,7764,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24615544
MIRT054638,hsa-miR-214-3p,hsa,FGFR1,2260,hsa,In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24616020
MIRT054639,hsa-miR-155-5p,hsa,RAD51,5888,hsa,Flow//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24616504
MIRT054640,hsa-miR-1289,hsa,ATP4A,495,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24503769
MIRT054643,hsa-miR-92a-3p,hsa,SOCS5,9655,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24255059
MIRT054644,hsa-miR-17-5p,hsa,PDLIM7,9260,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24257599
MIRT054651,hsa-miR-30a-5p,hsa,EYA2,2139,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24508260
MIRT054652,hsa-miR-190a-5p,hsa,KCNQ5,56479,hsa,Luciferase reporter assay//Western blot,Functional MTI,24446351
MIRT054653,hsa-miR-183-5p,hsa,ZEB1,6935,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24277930
MIRT054654,hsa-miR-96-5p,hsa,ZEB1,6935,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24277930
MIRT054655,hsa-miR-183-5p,hsa,SNAI2,6591,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24277930
MIRT054656,hsa-miR-96-5p,hsa,SNAI2,6591,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24277930
MIRT054659,hsa-miR-223-3p,hsa,CYB5A,1528,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24078287
MIRT054661,hsa-miR-302b-3p,hsa,EGFR,1956,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24083596
MIRT054666,hsa-miR-33a-5p,hsa,SREBF1,6720,hsa,qRT-PCR//Western blot,Functional MTI,24300912
MIRT054678,hsa-miR-96-5p,hsa,SLC1A1,6505,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR,Functional MTI,24304186
MIRT054679,hsa-miR-96-5p,hsa,SLC6A6,6533,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR,Functional MTI,24304186
MIRT054682,hsa-miR-138-5p,hsa,RMND5A,64795,hsa,Immunofluorescence//Immunoprecipitaion//Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24057215
MIRT054696,hsa-miR-27a-3p,hsa,HOXA10,3206,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,23246964
MIRT001388,hsa-miR-1-3p,hsa,ANXA2,302,hsa,qRT-PCR//Western blot,Functional MTI,24310399
MIRT054707,hsa-miR-1-3p,hsa,FASN,2194,hsa,qRT-PCR//Western blot,Functional MTI,24310399
MIRT023741,hsa-miR-1-3p,hsa,YWHAZ,7534,hsa,qRT-PCR//Western blot,Functional MTI,24310399
MIRT054708,hsa-miR-99a-5p,hsa,HOXA1,3198,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24312487
MIRT026023,hsa-miR-199a-3p,hsa,MTOR,2475,hsa,Immunofluorescence//Microarray//QRTPCR//Western blot,Functional MTI,24810336
MIRT054716,hsa-miR-214-3p,hsa,NRAS,4893,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,24811402
MIRT054717,hsa-miR-152-3p,hsa,ADAM17,6868,hsa,ELISA//Luciferase reporter assay/qRT-PCR//Western blot,Functional MTI,24813629
MIRT054718,hsa-miR-26b-5p,hsa,EZH2,2146,hsa,Luciferase reporter assay//Microarray//QRTPCR//Western blotting,Functional MTI,24815696
MIRT020342,hsa-miR-34b-3p,hsa,CREB1,1385,hsa,Microarray//QRTPCR//Western blot,Functional MTI,24816316
MIRT054719,hsa-miR-494-3p,hsa,HNRNPA3,220988,hsa,Luciferase reporter assay//Western blot,Functional MTI,24823364
MIRT054720,hsa-miR-494-3p,hsa,PDIA3,2923,hsa,Luciferase reporter assay//Western blot,Functional MTI,24823364
MIRT054721,hsa-miR-494-3p,hsa,RAD23B,5887,hsa,Luciferase reporter assay//Western blot,Functional MTI,24823364
MIRT054722,hsa-miR-494-3p,hsa,SYNCRIP,10492,hsa,Luciferase reporter assay//Western blot,Functional MTI,24823364
MIRT054726,hsa-miR-31-5p,hsa,TBXA2R,6915,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24558106
MIRT054738,hsa-miR-27a-3p,hsa,LDLR,3949,hsa,Flow cytometry//Immunocytochemistry//qRT-PCR//Western blot,Functional MTI,24824429
MIRT054742,hsa-miR-374a-5p,hsa,WNT5A,7474,hsa,Luciferase reporter assay//Immunofluorescence analysis//qRT-PCR,Functional MTI,24832599
MIRT054743,hsa-miR-548b-3p,hsa,CCNB1,891,hsa,Luciferase reporter assay//Immunofluorescence analysis//qRT-PCR,Functional MTI,24832599
MIRT054748,hsa-miR-28-5p,hsa,MAD2L1,4085,hsa,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,24843176
MIRT054749,hsa-miR-28-5p,hsa,BAG1,573,hsa,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,24843176
MIRT054750,hsa-miR-28-5p,hsa,RAP1B,5908,hsa,Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,24843176
MIRT054752,hsa-miR-155-5p,hsa,THRB,7068,hsa,Luciferase reporter assay//Real time PCR,Functional MTI,24849932
MIRT054753,hsa-miR-425-5p,hsa,THRB,7068,hsa,Luciferase reporter assay//Real time PCR,Functional MTI,24849932
MIRT054754,hsa-miR-24-3p,hsa,HMOX1,3162,hsa,Luciferase reporter assay//Western blot,Functional MTI,24854275
MIRT054756,hsa-miR-497-5p,hsa,SMURF1,57154,hsa,Luciferase reporter assay//Immunohistochemistry//Western blot,Functional MTI,24858688
MIRT054757,hsa-miR-146a-5p,hsa,ICAM1,3383,hsa,QRTPCR//Western blot,Functional MTI,24867582
MIRT053650,hsa-miR-145-5p,hsa,SMAD3,4088,hsa,Luciferase reporter assay//Western blot//qRT-PCR//ELISA//Immunofluorescence,Functional MTI,24873879
MIRT054761,hsa-miR-638,hsa,SOX2,6657,hsa,Luciferase reporter assay//Immunofluorescence//Western blot//qRT-PCR,Functional MTI,24885288
MIRT054764,hsa-miR-921,hsa,ANGPTL1,9068,hsa,Luciferase reporter assay//qRT-PCR//Western blotting,Functional MTI,24886719
MIRT054765,hsa-miR-26b-5p,hsa,USP9X,8239,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,24890815
MIRT054772,hsa-miR-146a-5p,hsa,SMAD2,4087,hsa,qRT-PCR//Western blot,Functional MTI,24892945
MIRT054774,hsa-miR-183-5p,hsa,NFIL3,4783,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,24423866
MIRT054775,hsa-miR-183-5p,hsa,AANAT,15,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,24423866
MIRT048219,hsa-miR-196a-5p,hsa,FOXO1,2308,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24423924
MIRT054776,hsa-miR-107,hsa,JAK1,3716,hsa,Luciferase reporter assay//qRT-PCR//Western blot//Coimmunoprecipitation//Chromatin immunoprecipitation//Immunofluorescence microscopy,Functional MTI,24429361
MIRT054777,hsa-miR-107,hsa,IL6,3569,hsa,Luciferase reporter assay//qRT-PCR//Western blot//Coimmunoprecipitation//Chromatin immunoprecipitation//Immunofluorescence microscopy,Functional MTI,24429361
MIRT054778,hsa-miR-215-5p,hsa,PTPRT,11122,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24434140
MIRT054779,hsa-miR-205-5p,hsa,ITGA5,3678,hsa,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24434435
MIRT054780,hsa-miR-503-5p,hsa,TNFRSF11A,8792,hsa,Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot,Functional MTI,23821519
MIRT054784,hsa-miR-135a-5p,hsa,VLDLR,7436,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24903309
MIRT054785,hsa-miR-1202,hsa,GRM4,2914,hsa,Immunocytochemistry//qRT-PCR///Western blot,Functional MTI,24908571
MIRT054786,hsa-miR-581,hsa,DICER1,23405,hsa,Northern blot//qRT-PCR//Western blot//Luciferase reporter assay,Functional MTI,24913918
MIRT054787,hsa-miR-581,hsa,EDEM1,9695,hsa,Northern blot//qRT-PCR//Western blot//Luciferase reporter assay,Functional MTI,24913918
MIRT005929,hsa-miR-339-5p,hsa,BCL6,604,hsa,Immunohistochemistry//Luciferase reporter assay//Western blot,Functional MTI,24917186
MIRT054788,hsa-miR-451a,hsa,DCBLD2,131566,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24918822
MIRT054791,hsa-miR-204-5p,hsa,TMPRSS3,64699,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,24924414
MIRT054793,hsa-miR-485-5p,hsa,HIF3A,64344,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,24927770
MIRT054794,hsa-miR-210-3p,hsa,HIF3A,64344,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,24927770
MIRT054795,hsa-miR-548d-5p,hsa,PPARA,5465,hsa,Luciferase reporter assay//QRTPCR//Western blotting,Functional MTI,24929254
MIRT054796,hsa-miR-15b-5p,hsa,SMURF1,57154,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24435757
MIRT054798,hsa-miR-9-5p,hsa,FOXP1,27086,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24436148
MIRT054799,hsa-miR-141-3p,hsa,CDC25A,993,hsa,Luciferase reporter assay//Immunoblot//Western blot,Functional MTI,24937190
MIRT054800,hsa-miR-302b-3p,hsa,ERBB4,2066,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24438167
MIRT054801,hsa-miR-223-3p,hsa,PRDM1,639,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24438193
MIRT054802,hsa-miR-544a,hsa,CDH1,999,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24940073
MIRT054807,hsa-miR-139-5p,hsa,RAP1B,5908,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,24942287
MIRT054808,hsa-miR-139-5p,hsa,ROCK2,9475,hsa,Luciferase reporter assay//Western blot//qRT-PCR,Functional MTI,24942287
MIRT054809,hsa-miR-23a-3p,hsa,NEK6,10783,hsa,Luciferase reporter assay,Functional MTI,24942805
MIRT054811,hsa-miR-141-3p,hsa,PHLPP1,23239,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,24945731
MIRT054812,hsa-miR-141-3p,hsa,PHLPP2,23035,hsa,Luciferase reporter assay//qRT-PCR,Functional MTI,24945731
MIRT054822,hsa-miR-30c-5p,hsa,IDH1,3417,hsa,qRT-PCR//Western blot,Functional MTI,24623846
MIRT054823,hsa-miR-30c-5p,hsa,RARB,5915,hsa,qRT-PCR//Western blot,Functional MTI,24623846
MIRT054824,hsa-miR-30c-5p,hsa,NCOR2,9612,hsa,qRT-PCR//Western blot,Functional MTI,24623846
MIRT054825,hsa-miR-30c-5p,hsa,RFX6,222546,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24623846
MIRT054826,hsa-miR-192-5p,hsa,CAV1,857,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24623846
MIRT054827,hsa-miR-133b,hsa,TAGLN2,8407,hsa,Immunoflourescence//Luciferase reporter assay//QRTPCR//Western blot,Functional MTI,24959893
MIRT054828,hsa-miR-24-3p,hsa,PSAP,5660,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24966325
MIRT054829,hsa-miR-27a-3p,hsa,PSAP,5660,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24966325
MIRT054830,hsa-miR-27b-3p,hsa,PSAP,5660,hsa,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,Functional MTI,24966325
MIRT054832,hsa-let-7b-5p,hsa,TGFBR1,7046,hsa,GFP reporter assay//Western blot//ELISA,Functional MTI,24978044
MIRT054833,hsa-miR-146b-5p,hsa,PDGFRA,5156,hsa,Chip//Flow cytometry//Luciferase reporter assay//Northern blot//QRTPCR//Western blot,Functional MTI,24982425
MIRT054834,hsa-miR-492,hsa,PTEN,5728,hsa,Luciferase reporter assay//Microarray//Western blot,Functional MTI,25253996
MIRT054838,hsa-miR-217,hsa,DACH1,1602,hsa,Luciferase reporter assay/Western blot//qRT-PCR,Functional MTI,25653720
MIRT054839,hsa-miR-375,hsa,PIK3CA,5290,hsa,Luciferase reporter assay//qRT-PCR//Quantitative proteomic approach//Western blot,Functional MTI,24440701
MIRT054840,hsa-miR-490-3p,hsa,CCND1,595,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24440705
MIRT054841,hsa-miR-452-5p,hsa,THRB,7068,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24440748
MIRT054842,hsa-miR-134-5p,hsa,STAT5B,6777,hsa,Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24440911
MIRT054843,hsa-miR-451a,hsa,IL6R,3570,hsa,qRT-PCR//Western blot,Functional MTI,24445140
MIRT054844,hsa-miR-200b-3p,hsa,RAB21,23011,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24447584
MIRT054845,hsa-miR-200b-3p,hsa,RAB3B,5865,hsa,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,24447584
